"gene_id","wildtype_01","wildtype_02","wildtype_03","wildtype_04","wildtype_05","wildtype_06","wildtype_07","wildtype_08","wildtype_09","wildtype_10","wildtype_11","wildtype_12","wildtype_13","wildtype_14","wildtype_15","wildtype_16","wildtype_17","wildtype_18","wildtype_19","wildtype_20","wildtype_23","wildtype_24","wildtype_26","wildtype_27","wildtype_29","wildtype_30","wildtype_31","wildtype_32","wildtype_33","wildtype_35","wildtype_37","wildtype_38","wildtype_39","wildtype_40","wildtype_41","wildtype_42","wildtype_43","wildtype_44","wildtype_45","wildtype_46","wildtype_47","wildtype_48","knockout_01","knockout_02","knockout_03","knockout_04","knockout_05","knockout_07","knockout_08","knockout_09","knockout_10","knockout_11","knockout_12","knockout_14","knockout_15","knockout_16","knockout_17","knockout_18","knockout_19","knockout_20","knockout_21","knockout_22","knockout_23","knockout_24","knockout_26","knockout_27","knockout_28","knockout_29","knockout_30","knockout_31","knockout_32","knockout_33","knockout_34","knockout_36","knockout_37","knockout_38","knockout_39","knockout_40","knockout_41","knockout_42","knockout_43","knockout_44","knockout_45","knockout_46","knockout_47","knockout_48"
"15S_rRNA",3.39380341370692,12.9017916000804,41.1137166702381,7.16097457385976,23.6190844193933,6.48269106170798,2.21934583370395,3.17054870975802,7.80716686251323,6.55531681120356,41.7080191948382,2.3742166814806,13.6012428152665,10.8795866657184,3.8096584501167,52.3600386196172,27.9880727059895,62.286826277507,24.3648136639766,69.2549242067699,17.1085429083377,5.46164453925376,75.6014537368467,8.52829875298715,4.53269414099861,10.2745445310962,4.23649056944405,7.728714496788,14.2201933530651,28.5264734833362,1.07739829609262,15.3579580510054,0,38.158757691495,8.37556651611835,4.95199107067119,14.8133696645913,17.2842138220472,0.85320033712604,36.2424967771299,9.36684381384231,4.65439481518433,2.84759889178943,1.83111025371991,4.61624378325114,3.42821157976884,52.2309114605432,2.8974565710023,4.11224721141761,1.56813822057919,40.8113430507012,5.86775087279841,4.10251464708098,165.020111406102,7.68002731354001,4.02720104982177,38.955600965603,16.012414929838,11.9063731413688,4.4227221775631,16.6127056100967,4.57668044870765,7.96212968649659,64.8934446063708,6.05167095719668,8.45790630604169,13.3812426537004,5.5383759333575,30.7778738844042,5.79512379799713,2.35623015324117,10.2073938351956,6.13614489760279,3.06314413372595,7.3641412924028,2.01031811482535,3.55596607780403,13.8640249312202,4.86393066358977,1.16969755541378,69.1879292233263,6.33159425857082,34.1503742534319,2.60076212779831,4.84493288141348,3.05352304642671
"21S_rRNA",33.9380341370692,81.711346800509,133.951141409485,88.6170603515145,143.96394312773,43.6108307787628,39.9482250066711,33.8191862374188,63.5726444518935,113.625491394195,299.679841622171,13.0581917481433,38.8606937579043,67.9974166607398,25.397723000778,399.019604652945,133.22322608051,305.771692635034,94.2812354823442,410.807618590158,124.322078467254,50.2471297611346,359.617725883379,51.1697925179229,35.1283795927393,48.2113243382206,36.0101698402744,117.476460351178,111.730090631225,111.512578162132,31.2445505866859,109.041502162138,13.9065969643306,213.377543009584,45.6003065877554,37.139933030034,96.9602378045978,83.5403668065616,17.9172070796469,261.934408525621,83.5210240067606,81.4519092657258,22.0688914113681,16.4799922834792,21.2347214029553,30.1682619019658,404.221836520726,20.2821959970161,33.9260394941953,10.1928984337648,151.001969287595,53.6480079798712,23.5894592207156,593.138324959668,42.7887236040086,30.6067279786455,304.632799551016,72.9454457914841,62.7790583817628,25.651788629866,73.0959046844255,62.9293561697302,38.8153822216709,257.787720317051,55.9779563540693,61.6218888011608,197.630660731575,55.383759333575,180.422019322369,52.1561141819741,21.9914814302509,48.485120717179,39.4466457703037,30.6314413372595,27.6155298465105,18.0928630334282,32.5116898542083,73.017197971093,54.3138924100857,15.2060682203791,468.849967442776,41.1553626807103,235.034928685384,19.9391763131203,35.5295077970322,24.4281843714137
"HRA1",5.09070512056038,2.1502986000134,2.65249784969278,1.79024364346494,3.37415491705618,2.94667775532181,4.4386916674079,0,4.46123820715042,4.37021120746904,0,7.1226500444418,1.94303468789521,3.62652888857279,0,0,6.71713744943747,0,3.17801917356216,3.14795110030772,4.56227810889006,5.46164453925376,2.04328253342829,0.947588750331906,4.53269414099861,2.37104873794528,7.41385849652709,1.5457428993576,5.07864048323752,2.59331577121238,4.30959318437046,1.53579580510054,6.9532984821653,2.33625047090786,5.58371101074556,6.18998883833899,2.6933399390166,2.88070230367454,1.70640067425208,8.23693108571134,1.56114063564039,1.16359870379608,3.55949861473679,0.915555126859954,2.76974626995069,0.685642315953767,2.27090919393666,0.57949131420046,4.11224721141761,3.13627644115839,0,2.51475037405646,2.05125732354049,0.778396751915574,1.09714675907714,1.61088041992871,1.55822403862412,2.66873582163966,1.08239755830626,0.88454443551262,4.15317640252418,1.14417011217691,0,2.9767635140537,0,3.62481698830358,0,0.923062655559583,1.06130599601394,4.6360990383977,3.14164020432156,1.91388634409917,1.75318425645794,2.04209608915064,0.92051766155035,5.02579528706339,2.53997576986002,4.62134164374006,0,2.33939511082756,0,0.791449282321353,2.00884554431952,1.7338414185322,0,1.01784101547557
"ICR1",127.26762801401,132.243363900824,141.908634958564,140.534126011998,110.222393957169,144.387210010769,132.051077105385,126.821948390321,132.721836662725,144.216969846478,140.571472101121,116.336617392549,122.411185337399,141.434626654339,144.767021104434,126.386300116317,144.418455162906,151.753358567017,125.002087493445,140.083823963694,131.165495630589,126.710153310687,113.40218060527,126.029303794144,117.850047665964,147.005021752607,140.863311434015,128.296660646681,113.76154682452,123.182499132588,119.59121086628,98.2909315264344,118.20607419681,137.838777783564,127.494734745357,146.0837365848,152.173706554438,116.668443298819,121.154447871898,154.854304411373,145.966649432376,123.341462602385,145.939443204208,179.448804864551,194.805487653198,172.781863620349,144.202733814978,159.360111405127,164.489888456704,148.973130955023,148.96140213506,160.105773814928,166.15184320678,161.128127646524,159.086280066186,140.952036743762,158.159739920348,158.344992083953,141.79408013812,138.873476375481,156.159432734909,169.337176602183,156.256795097496,157.173113542036,162.638656974661,118.410688284584,155.42828005452,199.38153360087,130.540637509714,118.220525479141,171.219391135525,152.472945413234,133.242003490803,118.441573170737,133.475060924801,149.768699554489,145.286614035993,143.261590955942,149.160540350086,191.83039908786,164.42307886014,147.209566511772,148.654570279645,158.646489795697,157.460318645938,147.586947243958
"LSR1",101.814102411208,175.249335901092,309.015999489209,145.904856942393,217.070632997281,221.000831649136,215.276545869283,88.7753638732245,235.330315427185,172.623342695027,100.408194357944,163.820951022161,193.331951445574,118.768821100759,125.718728853851,566.932831950338,230.621719097353,465.452465455552,122.883408044404,731.898630821546,257.768713152289,151.833718191255,409.678147952372,190.465338816713,173.375550893197,139.891875538771,280.667500225668,123.659431948608,268.152217514941,289.15470849018,107.739829609262,84.4687692805296,91.783539964582,299.818810433175,215.903492415495,184.461667382502,153.520376523946,116.668443298819,92.9988367467384,217.454980662779,189.678587230307,148.940634085899,149.498941818945,94.3021780665753,146.796552307386,178.267002147979,338.365469896563,175.585868202739,98.6939330740226,103.497122558227,268.334580558361,131.605269575622,182.561901795104,696.665092964439,65.8288055446287,110.345308765116,342.030176477995,158.344992083953,130.970104555057,127.374398713817,213.473267089743,143.021264022114,174.171586892113,306.011289244721,115.738207056387,123.243777602322,204.835945237414,123.690395844984,281.246088943693,93.8810055275534,100.53248653829,195.216407098115,165.675912235275,87.8101318334773,154.646967140459,108.557178200569,126.998788493001,180.232324105862,124.030231921539,66.6727606585854,603.969923337742,179.658987086947,228.003969280266,101.429722984134,180.877494239437,138.426378104678
"NME1",22.059722189095,15.0520902000938,30.503725271467,11.6365836825221,32.6168308648764,23.5734220425745,31.0708416718553,24.3075401081448,28.9980483464777,24.0361616410797,13.9026730649461,13.0581917481433,22.344898910795,8.15968999928877,19.0482922505835,59.5821129119782,24.6295039812707,49.8294610220056,14.8307561432901,50.3672176049236,43.3416420344556,26.2158937884181,37.8007268684234,23.6897187582977,20.3971236344938,17.387690744932,36.0101698402744,29.3691150877944,44.6920362524902,25.9331577121238,21.5479659218523,19.965345466307,8.34395817859837,40.4950081624029,28.8491735555187,27.2359508886916,13.466699695083,21.605267277559,19.6236077538989,16.4738621714227,31.2228127128077,19.7811779645334,22.7807911343154,18.3111025371991,15.6952288630539,28.1113349541045,39.7409108938916,21.441178625417,20.561236057088,12.5451057646335,45.9127609320389,25.1475037405646,30.7688598531074,89.515626470291,15.36005462708,27.384967138788,40.5138250042271,28.4665154308231,31.3895291908814,31.8435996784543,21.5965172931257,16.0183815704768,16.9195255838053,33.9351040602122,30.2583547859834,13.2909956237798,28.8211380233547,23.9996290445492,31.8391798804181,11.5902475959943,20.4206613280901,17.8629392115923,32.4339087444719,9.18943240117786,20.2513885541077,25.1289764353169,19.3038158509362,16.6368299174642,21.0770328755557,21.054555997448,65.1180510337189,26.909275598926,26.1149920761538,19.9391763131203,19.3797315256539,28.499548433316
"Q0045",0,2.1502986000134,1.32624892484639,1.79024364346494,2.24943661137079,0,0,1.05684956991934,0,1.09255280186726,1.54474145166067,0,0.971517343947607,0.906632222143197,1.2698861500389,3.6110371461805,1.11952290823958,5.66243875250063,0,4.72192665046159,1.14056952722252,0,1.02164126671415,0,0,0.790349579315092,0,3.0914857987152,2.03145619329501,0,0,0,0,3.89375078484643,0.930618501790927,2.4759955353356,0,1.44035115183727,0,1.64738621714227,6.24456254256154,1.16359870379608,0,4.57777563429977,0,2.74256926381507,4.54181838787332,0,4.11224721141761,0,4.08113430507012,4.19125062342744,0,10.1191577749025,3.29144027723143,0,5.45378413518442,0,0,0.88454443551262,2.49190584151451,0,2.98579863243622,2.9767635140537,2.26937660894876,2.41654465886905,1.02932635797695,0.923062655559583,6.36783597608362,0,1.57082010216078,0.637962114699724,0.87659212822897,1.02104804457532,2.76155298465105,0,2.03198061588802,0,0.810655110598294,0,9.76770765505783,2.37434784696406,4.01769108863905,0,2.42246644070674,1.01784101547557
"Q0050",3.39380341370692,1.0751493000067,7.95749354907834,5.37073093039482,15.7460562795955,3.53601330638617,2.21934583370395,1.05684956991934,5.57654775893802,9.83297521680534,9.26844870996404,2.3742166814806,6.80062140763325,6.34642555500238,5.0795446001556,32.4993343156245,16.7928436235937,21.5172672595024,8.47471779616577,37.7754132036927,10.2651257450026,6.55397344710451,26.5626729345678,6.63312125232334,1.13317353524965,3.16139831726037,3.17736792708304,10.8202002955032,18.2831057396551,19.4498682840928,2.15479659218523,7.67897902550269,1.39065969643306,14.0175028254472,9.30618501790928,6.18998883833899,8.08001981704981,1.44035115183727,0.85320033712604,28.0055656914186,3.90285158910096,4.65439481518433,3.55949861473679,0.915555126859954,0.923248756650229,4.1138538957226,29.5218195211766,1.15898262840092,3.08418540856321,0.784069110289596,20.4056715253506,3.35300049874195,2.05125732354049,70.8341044243172,6.58288055446287,0.805440209964354,28.8271447145462,8.00620746491899,8.65918046645005,0.88454443551262,4.15317640252418,8.00919078523838,3.9810648432483,27.3862243292941,0.756458869649585,4.83308931773811,28.8211380233547,8.30756390003625,13.7969779481812,5.79512379799713,2.35623015324117,7.65554537639669,3.50636851291588,1.02104804457532,0.92051766155035,1.00515905741268,2.53997576986002,4.62134164374006,4.86393066358977,1.16969755541378,34.1869767927024,3.95724641160676,26.1149920761538,1.7338414185322,8.88237694925805,4.07136406190228
"Q0055",0,5.37574650003349,5.30499569938556,0.89512182173247,12.3719013625393,4.7146844085149,3.32901875055593,1.05684956991934,2.23061910357521,13.1106336224071,4.63422435498202,1.1871083407403,0.971517343947607,3.62652888857279,1.2698861500389,12.6386300116317,7.83666035767705,27.179706012003,0,31.4795110030772,3.42170858166755,4.36931563140301,17.3679015341405,3.79035500132762,0,6.32279663452073,1.05912264236101,7.728714496788,5.07864048323752,6.48328942803095,0,3.07159161020108,0,10.1237520406007,0.930618501790927,2.4759955353356,4.04000990852491,0,0.85320033712604,13.1790897371381,4.68342190692116,6.98159222277649,2.13569916884207,0.915555126859954,1.84649751330046,0.685642315953767,21.5736373423983,1.15898262840092,4.11224721141761,0,13.2636864914779,4.19125062342744,3.07688598531074,66.9421206647394,1.09714675907714,4.83264125978612,24.9315846179859,4.44789303606611,6.49438534983754,1.76908887102524,7.47571752454351,2.28834022435382,4.97633105406037,16.07452297589,3.78229434824793,2.41654465886905,15.4398953696543,3.69225062223833,8.49044796811149,1.15902475959943,0,2.5518484587989,3.50636851291588,1.02104804457532,1.8410353231007,1.00515905741268,3.04797092383203,5.54560997248808,2.43196533179488,3.50909266624134,27.6751716893305,1.58289856464271,13.0574960380769,0.866920709266102,2.42246644070674,3.05352304642671
"Q0060",0,0,1.32624892484639,0,0,0,0,0,0,0,0,0,0.971517343947607,0,0,0,1.11952290823958,3.39746325150038,0,0,1.14056952722252,0,1.02164126671415,0,0,0,0,0,0,0,0,0,0,0.778750156969286,0,0,0,0,0,1.64738621714227,0,0,0,0,0,0,0,0,0,0,1.02028357626753,0,0,0.778396751915574,0,0,0.77911201931206,0,0,0,0.830635280504835,0,0.995266210812074,1.19070540562148,0,1.20827232943453,0,0.923062655559583,0,0,0,0.637962114699724,0,0,0,0,0,0,0,0,1.62795127584297,0,0,0,0,0
