"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YEL044W",1381.19718158235,1.03668123329808,0.0430744492690736,24.0671964677304,5.51548080470952e-128,1.48336270861035e-126
"YCL025C",1493.3877399906,-1.83392472571689,0.0766779571658866,-23.9172350633878,2.02693322076322e-126,5.4301304377256e-125
"YOL164W-A",44.3162620601471,1.54545785186257,0.0646321056967529,23.9116122738396,2.31920394499255e-126,6.18903843460221e-125
"YJR095W",30.0478074643207,1.8894635189413,0.0791536021594836,23.8708469026374,6.15250432292947e-126,1.63552093680963e-124
"YMR319C",2765.60509456175,-0.795479256848749,0.0333465327688729,-23.854931556521,9.00076861047323e-126,2.38347276473493e-124
"YPR061C",294.178968469976,0.983881432768141,0.0414529437928551,23.734898966035,1.57354638983385e-124,4.15090685594103e-123
"YML008C",3820.0016725478,-0.582558758901958,0.024552192092484,-23.727362375936,1.88231083191625e-124,4.94645422814634e-123
"YOR237W",159.344838569517,0.839901060941153,0.0354041072877767,23.7232661768351,2.07478148953072e-124,5.43150971688934e-123
"YOL110W",857.179554674649,1.56773202632169,0.066188602376437,23.6858306420412,5.04714114259585e-124,1.31627146843835e-122
"YNL146W",68.3468299146545,1.38964764004227,0.0588001996301303,23.6333830290295,1.74950989916472e-123,4.54542477575438e-122
"YPR120C",258.47298473495,0.81189660473822,0.0343606116431591,23.6287005938633,1.95459684841818e-123,5.0591726696839e-122
"YNL024C",266.316905097314,-1.38565298124796,0.0586530488763731,-23.6245686761926,2.15541122393464e-123,5.5580547853146e-122
"YKL178C",38.9541672617956,1.63848781145357,0.0693772472943107,23.6170772890832,2.5734573889597e-123,6.61128885186102e-122
"YMR201C",319.671482169659,0.568807508111773,0.0240916430502766,23.6101583825036,3.03109112347892e-123,7.75801575656221e-122
"YKR069W",484.890590288176,0.903103263298478,0.0383146820415305,23.5706840087979,7.70451966229725e-123,1.9646525138858e-121
"YDR260C",479.709104632008,0.793845481689147,0.0339175316117105,23.4051667077996,3.78602467962756e-121,9.61873797757778e-120
"YNL148C",547.09182167541,0.674854309981225,0.0288822917145684,23.3656773725066,9.5493573051453e-121,2.4171810678649e-119
"YLR260W",536.07370322201,0.546387036457735,0.0234149149099672,23.3349998733137,1.95722523294093e-120,4.93607902153783e-119
"YLR092W",588.698749326459,0.70783604412373,0.0303864835222314,23.2944375944608,5.04783442209549e-120,1.26840656920173e-118
"YER055C",3091.29395898616,-0.961484985560857,0.041432593022174,-23.2060055967602,3.95993386767627e-119,9.91423442870949e-118
"YDR460W",490.178991873835,0.451914134928694,0.0194991111973462,23.1761402022365,7.92578143611125e-119,1.97713786911688e-117
"YER131W",7808.03705693302,-0.586322386985379,0.0253088705850318,-23.1666752973221,9.87338798846901e-119,2.4540893971339e-117
"YDL035C",972.028727004754,0.556296803892297,0.0240190281857001,23.1606707645021,1.13496664444093e-118,2.81087962121431e-117
"YLR326W",242.361548612243,0.655575125082318,0.0283201127496748,23.1487470010106,1.49661754539399e-118,3.69326587814968e-117
"YIL047C",720.825795315402,-1.14668263420377,0.0496302442123985,-23.1045132338338,4.17073031191798e-118,1.02555279276983e-116
"YOR328W",455.404560061215,0.720987887434255,0.0312381052533085,23.0803975333265,7.28649273294134e-118,1.78532037246623e-116
"YDR078C",170.970950334235,1.0242236498846,0.0444250924364327,23.0550707654722,1.30834400677082e-117,3.1943079739777e-116
"YMR199W",782.688178943226,-0.782192885572352,0.0339320314680329,-23.0517552805305,1.41246830612525e-117,3.43634073769342e-116
"YDL227C",94.1162068475889,-1.99321745871659,0.0865251583219316,-23.0362763544503,2.0192064103228e-117,4.8951535686875e-116
"YJR070C",1537.02498621589,-1.33571321534008,0.0580776703099383,-22.9987395880705,4.79863777523617e-117,1.1592498625439e-115
"YHR142W",1171.58962421955,0.475740762178534,0.0207122820572687,22.9690171688049,9.51392852830281e-117,2.29032859850926e-115
"YDR384C",624.342549084186,-0.857184473162977,0.0374619759456717,-22.8814538348455,7.10918043922608e-116,1.70546018550772e-114
"YDL090C",408.827223111485,0.48099148929837,0.0212045784869469,22.6833789501856,6.53715693949937e-114,1.56278908084907e-112
"YMR280C",561.697945682738,1.11655934947428,0.0492797854000792,22.6575529988505,1.17531760012469e-113,2.80002134147352e-112
"YDR076W",179.214270644809,0.843250646881079,0.0372784132863077,22.6203470733773,2.73321505808379e-113,6.48902954307135e-112
"YNL144C",1165.82152164471,-0.852097950977914,0.0377062426271275,-22.5983256779045,4.50117265422859e-113,1.06496816922213e-111
"YKR053C",506.441926908844,-0.798912505343871,0.0353595901894612,-22.5939413059709,4.97090087073887e-113,1.172077140241e-111
"YBL085W",1847.48754447261,0.565513456846371,0.0250597640153031,22.5665914691388,9.22921696485091e-113,2.16870849156992e-111
"YPR069C",1711.02743183802,-0.572899417775305,0.0254322714581753,-22.526474629585,2.28429427109581e-112,5.34944423690295e-111
"YNL154C",2245.49257543698,-0.517404735061893,0.0230295976182496,-22.4669463895401,8.73975747283402e-112,2.03977051526991e-110
"YHR049W",1021.80950676628,-0.72803264294136,0.0326026277088009,-22.3304897213801,1.86868472216306e-110,4.34658591624753e-109
"YKL221W",54.3161237867344,1.2907352080014,0.0578222740070466,22.3224567031746,2.23656713340377e-110,5.18476926379964e-109
"YGR108W",341.682341320869,-1.2163588212741,0.0545600717335602,-22.2939373542999,4.23096776242761e-110,9.77523927661547e-109
"YLR432W",3471.7312902339,-0.653572771692008,0.0294936564936027,-22.1597743173611,8.39704655630919e-109,1.93356740937086e-107
