"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YFL063W",0.288758600845033,1.5061605684963,3.80768312910334,0.395558274527686,0.692430923685104,NA
"YFR010W-A",3.87686958884588,1.79709941104598,1.30978118158313,1.37206079634907,0.170044512417961,NA
"YFR012W-A",5.52742402181381,1.99555504387205,0.933912194111119,2.13676944840771,0.0326167482100799,NA
"YFR034W-A",3.40821484358121,1.85040513418552,1.12314825349998,1.6475163705408,0.0994519541659421,NA
"YFR036W-A",6.85807716347234,0.672696354641977,0.933236394417091,0.720820960976506,0.471019677231943,NA
"YFR057W",0.308767542154371,1.58825981917347,3.72684940084032,0.426166890139256,0.66998624189053,NA
"YGL006W-A",5.43908352985828,-0.0282095569773642,0.95196044637903,-0.0296331187757483,0.976359651941567,NA
"YGL015C",7.7022169843346,-0.00683334235045852,0.773958470096935,-0.0088290814229382,0.992955503769577,NA
"YGL033W",7.7743522851696,0.953909656605843,0.746485302289375,1.2778679683047,0.201295983996737,NA
"YGL041C-B",2.65400903669189,-0.607540379554219,1.16570548455793,-0.521178280107873,0.602242583231741,NA
"YGL069C",0.186601542259912,-1.2726744033413,4.0804728567969,-0.311893853483521,0.755121193883532,NA
"YGL072C",2.41150512509664,-0.0996024764091475,1.22277447488588,-0.0814561298545614,0.935079212196687,NA
"YGL088W",0.218665888307803,-1.2726744033413,4.0804728567969,-0.311893853483521,0.755121193883532,NA
"YGL132W",8.22408347543385,0.335627021667267,0.734002525789455,0.457255949230263,0.64748708800205,NA
"YGL138C",2.6453560861209,0.99082469005222,1.17245630949897,0.845084530676995,0.398063644657419,NA
"YGL152C",0.896224216989307,0.138544315919815,2.37042919699032,0.0584469327730698,0.953392631693265,NA
"YGL182C",4.0172092827455,0.288883078142326,0.980731420676245,0.294558807897816,0.768330933175537,NA
"YGL214W",4.2292715387772,-0.0817872689408815,1.1588194478566,-0.0705780948810955,0.943733544680593,NA
"YGL217C",1.05486686092435,0.572783112163463,2.23417558096231,0.256373365210962,0.79766255222317,NA
"YGL235W",0.186601542259912,-1.2726744033413,4.0804728567969,-0.311893853483521,0.755121193883532,NA
"YGL239C",3.48070111363342,-0.12844032942646,1.01899441147666,-0.126046156858046,0.899695388019512,NA
"YGL260W",4.15541398108156,-0.607003283986908,0.924816585120518,-0.656349911704715,0.511599010271891,NA
"YGR022C",1.45091323921706,-1.93401316768999,1.8277437638685,-1.05814239715777,0.289990527881401,NA
"YGR064W",2.87297029761426,-0.159750179511065,1.11741026502264,-0.14296466079791,0.886318091039945,NA
"YGR073C",0.295134191886676,-0.310904051951253,3.82078178342666,-0.0813718420925937,0.935146241588742,NA
"YGR114C",0.298267496520049,1.54609974229093,4.03795156738934,0.382892096769386,0.701799771516396,NA
"YGR151C",1.21506122730814,3.56768507086754,2.04862672960428,1.7415007913895,0.0815958346678244,NA
"YGR160W",1.53563045198129,-0.0194094325128164,1.60115837926091,-0.0121221190634344,0.990328185227697,NA
"YGR259C",0.155509339301668,-1.2726744033413,4.0804728567969,-0.311893853483521,0.755121193883532,NA
"YGR265W",3.9648933819383,0.414098129080707,0.952684033759858,0.43466470981615,0.66380581752015,NA
"YGR273C",0.295134191886676,-0.310904051951253,3.82078178342666,-0.0813718420925937,0.935146241588742,NA
"YGR291C",1.24626604869676,-1.73419413294628,2.12225551268734,-0.817146720825488,0.413844585898543,NA
"YHL002C-A",0.641369528040934,-0.23793129518153,2.34996835283323,-0.101248723156067,0.919353019922383,NA
"YHL030W-A",0.466528017905004,-2.5296232142275,3.85774675754826,-0.655725575889064,0.512000709760051,NA
"YHL041W",3.69386636287326,1.17336203748075,1.02627376677702,1.14332264495628,0.252904656373778,NA
"YHL045W",6.57413163545421,0.0826540206526012,0.800874401825759,0.103204722818178,0.917800491663206,NA
"YHL048C-A",1.15190109874676,2.33523580781299,2.19325322094135,1.06473606673227,0.286995383947126,NA
"YHR022C-A",2.80473979445094,-1.5001200361336,1.22972829255113,-1.21987925724757,0.222510650192191,NA
"YHR028W-A",4.05211156081219,0.0786135582670465,1.05575340073935,0.0744620459777755,0.940642740217125,NA
"YHR056W-A",0.186601542259912,-1.2726744033413,4.0804728567969,-0.311893853483521,0.755121193883532,NA
"YHR069C-A",0.475360143104944,0.550229472376756,2.83609753017614,0.194009361992069,0.846168551373045,NA
"YHR071C-A",5.80911615110432,-0.181673757461683,0.825961384996328,-0.21995429902875,0.825906747142459,NA
"YHR079C-A",2.51498640699112,-0.865810674067449,1.20119260001062,-0.720792547389817,0.471037161384356,NA
