replicate_number,run_number,random_seed,total_selected_samples,full_significant_genes,subsample_significant_genes,recovered_genes,subsample_only_genes,recovery_percentage
10,45,867,20,5127,3327,3307,20,64.50165789
10,46,868,20,5127,3688,3661,27,71.40628048
10,47,869,20,5127,3709,3678,31,71.7378584
10,48,870,20,5127,3383,3348,35,65.30134582
10,49,871,20,5127,3806,3758,48,73.29822508
10,50,872,20,5127,3674,3656,18,71.30875756
10,51,873,20,5127,4363,3929,434,76.63350887
10,52,874,20,5127,3645,3601,44,70.23600546
10,53,875,20,5127,4090,3948,142,77.00409596
10,54,876,20,5127,3463,3419,44,66.68617125
10,55,877,20,5127,3900,3824,76,74.5855276
10,56,878,20,5127,3934,3857,77,75.22917886
10,57,879,20,5127,4429,4181,248,81.54866394
10,58,880,20,5127,3495,3468,27,67.64189585
10,59,881,20,5127,3736,3719,17,72.53754632
10,60,882,20,5127,3993,3945,48,76.94558221
10,61,883,20,5127,4220,3886,334,75.79481178
10,62,884,20,5127,3907,3874,33,75.56075678
10,63,885,20,5127,3597,3519,78,68.63662961
10,64,886,20,5127,3818,3787,31,73.86385801
10,65,887,20,5127,3584,3551,33,69.26077628
10,66,888,20,5127,3773,3726,47,72.67407841
10,67,889,20,5127,3596,3569,27,69.61185879
10,68,890,20,5127,3618,3605,13,70.3140238
10,69,891,20,5127,3950,3790,160,73.92237176
10,70,892,20,5127,3753,3725,28,72.65457382
10,71,893,20,5127,3698,3653,45,71.25024381
10,72,894,20,5127,3858,3708,150,72.3229959
10,73,895,20,5127,3243,3209,34,62.5902087
10,74,896,20,5127,4281,4079,202,79.55919641
10,75,897,20,5127,3439,3397,42,66.25707041
10,76,898,20,5127,3774,3669,105,71.56231714
10,77,899,20,5127,3725,3685,40,71.87439048
10,78,900,20,5127,3383,3203,180,62.4731812
10,79,901,20,5127,3934,3887,47,75.81431636
10,80,902,20,5127,3656,3610,46,70.41154671
10,81,903,20,5127,3826,3709,117,72.34250049
10,82,904,20,5127,3620,3607,13,70.35303296
10,83,905,20,5127,4090,3947,143,76.98459138
10,84,906,20,5127,3733,3715,18,72.45952799
10,85,907,20,5127,3852,3826,26,74.62453677
10,86,908,20,5127,3594,3571,23,69.65086795
10,87,909,20,5127,3737,3702,35,72.2059684
10,88,910,20,5127,3910,3887,23,75.81431636
10,89,911,20,5127,3926,3879,47,75.6582797
10,90,912,20,5127,3414,3370,44,65.73044665
10,91,913,20,5127,3447,3401,46,66.33508875
10,92,914,20,5127,3818,3791,27,73.94187634
10,93,915,20,5127,3770,3720,50,72.55705091
10,94,916,20,5127,3539,3440,99,67.09576751
10,95,917,20,5127,4034,3921,113,76.47747221
10,96,918,20,5127,4532,4112,420,80.20284767
10,97,919,20,5127,3814,3775,39,73.629803
10,98,920,20,5127,3897,3852,45,75.13165594
10,99,921,20,5127,3543,3523,20,68.71464794
10,100,922,20,5127,3744,3486,258,67.99297835
